id,date,hour,lon,lat,X,Y
49180,2020-02-20,16:00:00,-64.6432,-54.910934,394659.0855,3913883.519
49178,2020-02-20,16:00:00,-64.67733,-54.862934,392343.3887,3919172.15
49138,2020-02-20,16:00:00,-64.67627,-54.862934,392411.4164,3919173.778
49138,2020-02-21,04:00:00,-64.67627,-54.861866,392408.5727,3919292.604
49180,2020-02-21,04:00:00,-64.680534,-54.8608,392132.0686,3919404.651
49178,2020-02-21,16:00:00,-64.664536,-54.87467,393195.5048,3917885.981
49152,2020-02-21,16:00:00,-64.66347,-54.8736,393261.0702,3918006.655
49127,2020-02-21,16:00:00,-64.67947,-54.859734,392197.5129,3919524.892
49138,2020-02-21,16:00:00,-64.680534,-54.8576,392123.5267,3919760.683
49180,2020-02-21,16:00:00,-64.65707,-54.84693,393601.4985,3920983.714
49152,2020-02-22,04:00:00,-64.673065,-54.866135,392625.6114,3918822.551
49138,2020-02-22,04:00:00,-64.67627,-54.861866,392408.5727,3919292.604
49180,2020-02-22,04:00:00,-64.680534,-54.8608,392132.0686,3919404.651
49127,2020-02-22,16:00:00,-64.65387,-54.8928,393927.4631,3915885.028
49152,2020-02-22,16:00:00,-64.67947,-54.8608,392200.3566,3919406.288
49138,2020-02-22,16:00:00,-64.67627,-54.8544,392388.6942,3920123.274
49180,2020-02-22,16:00:00,-64.66773,-54.850132,392925.5783,3920611.218
49138,2020-02-23,04:00:00,-64.6752,-54.861866,392477.2441,3919294.247
49178,2020-02-23,04:00:00,-64.66987,-54.853333,392796.6851,3920251.801
49127,2020-02-23,16:00:00,-64.66133,-54.87467,393401.1974,3917890.865
49180,2020-02-23,16:00:00,-64.66987,-54.856533,392805.1723,3919895.768
49178,2020-02-23,16:00:00,-64.69013,-54.8448,391473.243,3921169.992
49152,2020-02-23,16:00:00,-64.73814,-54.82453,388334.7891,3923349.785
49138,2020-02-24,04:00:00,-64.67947,-54.861866,392203.2004,3919287.685
49178,2020-02-24,04:00:00,-64.672,-54.85227,392657.1322,3920366.809
49127,2020-02-24,16:00:00,-64.67094,-54.865067,392759.1424,3918944.633
49180,2020-02-24,16:00:00,-64.67627,-54.862934,392411.4164,3919173.778
49152,2020-02-24,16:00:00,-64.68266,-54.8608,391995.6209,3919401.375
49138,2020-02-24,16:00:00,-64.73493,-54.8544,388623.2862,3920031.592
49178,2020-02-24,16:00:00,-64.6752,-54.8544,392457.3783,3920124.917
49127,2020-02-25,04:00:00,-64.6592,-54.871468,393529.4152,3918250.363
49138,2020-02-25,04:00:00,-64.6752,-54.861866,392477.2441,3919294.247
49180,2020-02-25,04:00:00,-64.67733,-54.8608,392337.7029,3919409.579
49178,2020-02-25,04:00:00,-64.67094,-54.853333,392727.9991,3920250.163
49127,2020-02-25,16:00:00,-64.6496,-54.88,394167.7481,3917315.633
49152,2020-02-25,16:00:00,-64.673065,-54.8672,392628.4419,3918704.059
49180,2020-02-25,16:00:00,-64.67733,-54.861866,392340.5431,3919290.976
49138,2020-02-25,16:00:00,-64.67413,-54.8608,392543.0807,3919414.493
49178,2020-02-25,16:00:00,-64.6752,-54.8544,392457.3783,3920124.917
49127,2020-02-26,04:00:00,-64.673065,-54.865067,392622.773,3918941.378
49180,2020-02-26,04:00:00,-64.67733,-54.8608,392337.7029,3919409.579
49178,2020-02-26,04:00:00,-64.67094,-54.85227,392725.178,3920368.433
49127,2020-02-26,16:00:00,-64.66026,-54.87253,393464.2027,3918130.592
49152,2020-02-26,16:00:00,-64.6688,-54.8704,392910.6121,3918354.554
49138,2020-02-26,16:00:00,-64.680534,-54.858665,392126.3695,3919642.191
49178,2020-02-26,16:00:00,-64.67094,-54.848,392713.8463,3920843.515
49152,2020-02-27,04:00:00,-64.6752,-54.866135,392488.604,3918819.276
49138,2020-02-27,04:00:00,-64.67627,-54.861866,392408.5727,3919292.604
49178,2020-02-27,04:00:00,-64.67094,-54.853333,392727.9991,3920250.163
49178,2020-02-27,16:00:00,-64.672,-54.8704,392705.2829,3918349.657
49152,2020-02-27,16:00:00,-64.67094,-54.868267,392767.6363,3918588.599
49138,2020-02-27,16:00:00,-64.67733,-54.862934,392343.3887,3919172.15
49152,2020-02-28,04:00:00,-64.672,-54.866135,392693.9547,3918824.183
49138,2020-02-28,04:00:00,-64.67627,-54.861866,392408.5727,3919292.604
49180,2020-02-28,04:00:00,-64.6816,-54.859734,392060.8048,3919521.612
49178,2020-02-28,04:00:00,-64.672,-54.85227,392657.1322,3920366.809
