,id,date,hour,lon,lat,X,Y,distppa,colonia
204,49178,2020-02-09,16:00:00,-64.65493,-54.882133,393831.4355,3917070.246,156.355840973247,1
205,49127,2020-02-09,16:00:00,-64.6592,-54.8736,393535.0349,3918013.154,71.7511793980362,1
206,49138,2020-02-09,16:00:00,-64.67413,-54.865067,392554.4279,3918939.744,127.714101233182,1
207,49180,2020-02-09,16:00:00,-64.66987,-54.864,392824.9781,3919064.986,111.807028923392,1
208,49152,2020-02-09,16:00:00,-64.6272,-54.8576,395546.8161,3919841.509,2363.78534800298,0
209,49127,2020-02-10,04:00:00,-64.6592,-54.87253,393532.2145,3918132.204,186.403852720459,1
210,49138,2020-02-10,04:00:00,-64.6752,-54.861866,392477.2441,3919294.247,15.2949134950136,1
211,49180,2020-02-10,04:00:00,-64.67947,-54.859734,392197.5129,3919524.892,22.2892074602402,1
212,49178,2020-02-10,04:00:00,-64.6816,-54.856533,392052.2549,3919877.756,254.283464280792,1
213,49127,2020-02-10,16:00:00,-64.658134,-54.877865,393614.6652,3917540.246,148.39271638083,1
214,49152,2020-02-10,16:00:00,-64.66773,-54.866135,392967.9698,3918830.716,102.59683518549,1
215,49180,2020-02-10,16:00:00,-64.6784,-54.861866,392271.8718,3919289.331,2.02337731282659,1
216,49138,2020-02-10,16:00:00,-64.67413,-54.861866,392545.9155,3919295.889,54.1789681757994,1
217,49178,2020-02-10,16:00:00,-64.67413,-54.853333,392523.2252,3920245.274,267.249555510959,1
218,49127,2020-02-11,04:00:00,-64.6592,-54.87253,393532.2145,3918132.204,186.403852720459,1
219,49152,2020-02-11,04:00:00,-64.6688,-54.862934,392890.8201,3919185.226,119.172237509283,1
220,49138,2020-02-11,04:00:00,-64.67413,-54.861866,392545.9155,3919295.889,54.1789681757994,1
221,49180,2020-02-11,04:00:00,-64.67947,-54.859734,392197.5129,3919524.892,22.2892074602402,1
222,49178,2020-02-11,04:00:00,-64.67733,-54.856533,392326.3346,3919884.327,78.731241039509,1
223,49127,2020-02-11,16:00:00,-64.6592,-54.8736,393535.0349,3918013.154,71.7511793980362,1
224,49152,2020-02-11,16:00:00,-64.6816,-54.8608,392063.6522,3919403.009,39.2051224232796,1
225,49138,2020-02-11,16:00:00,-64.67413,-54.8608,392543.0807,3919414.493,67.2012018044543,1
226,49180,2020-02-11,16:00:00,-64.67947,-54.859734,392197.5129,3919524.892,22.2892074602402,1
227,49178,2020-02-11,16:00:00,-64.6784,-54.858665,392263.3379,3919645.475,4.26675332030062,1
228,49127,2020-02-12,04:00:00,-64.6592,-54.87253,393532.2145,3918132.204,186.403852720459,1
229,49138,2020-02-12,04:00:00,-64.67413,-54.861866,392545.9155,3919295.889,54.1789681757994,1
230,49178,2020-02-12,04:00:00,-64.6688,-54.8544,392868.1991,3920134.723,158.525245672516,1
231,49180,2020-02-12,16:00:00,-64.650665,-54.896,394141.3933,3915533.842,1349.03333903369,0
